what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1409027937756
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1409027940076
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1409027940076
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1409027949243
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1409027950838
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1409027950883
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1409027968138
opened,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1409027968616
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1409027968664
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1409027983796
opened,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1409027984247
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1409027984300
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1409027992409
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1409027996928
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1409027996945
closed,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1409027996945
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1409027997698
closed,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1409027997698
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1409027999151
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1409027999151
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1409028002699
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1409028153904
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1409028162786
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1409028178944
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1409028194012
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1409028226748
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1409028229003
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1409028237858
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1409028240476
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1409028269426
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1409028271930
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1409028274708
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.core",1409028274739
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1409028274819
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1409028275175
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1409028275480
stopped,bundle,org.eclipse.dltk.testing,1.0.0.v20090914-1703,"org.eclipse.dltk.testing",1409028275498
stopped,bundle,org.eclipse.php.server.ui,2.2.0.v20101001-2300,"org.eclipse.php.server.ui",1409028275498
stopped,bundle,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.php.debug.ui",1409028275498
